year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2099,"Physical Scientists, All Other",72.19553881133437
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4012,Agricultural Technicians,112.0348115512537
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4013,Food Science Technicians,67.0240309044784
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4021,Biological Technicians,1052.2182225414915
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4031,Chemical Technicians,655.821507804576
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4042,"Environmental Science and Protection Technicians, Including Health",48.4671465644279
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4043,"Geological Technicians, Except Hydrologic Technicians",6.85336283360893
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4044,Hydrologic Technicians,5.866757321052001
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4051,Nuclear Technicians,49.75461584723131
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4071,Forest and Conservation Technicians,2.991369945064266
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4092,Forensic Science Technicians,7.25571462299336
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-4099,"Life, Physical, and Social Science Technicians, All Other",322.99491325731776
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4025.8438900176466
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,41-9031,Sales Engineers,106.8346360828465
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,11-3021,Computer and Information Systems Managers,8800.937940459327
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,11-9041,Architectural and Engineering Managers,8481.72330175955
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,11-9121,Natural Sciences Managers,1585.8453966991171
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1211,Computer Systems Analysts,4815.595418652466
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1212,Information Security Analysts,967.0999163241288
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1221,Computer and Information Research Scientists,87.06173601772053
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1231,Computer Network Support Specialists,2252.9245631039144
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1232,Computer User Support Specialists,8218.24907042888
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1241,Computer Network Architects,1495.42653786223
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1242,Database Administrators,598.3350157743839
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1243,Database Architects,420.03731078924744
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1244,Network and Computer Systems Administrators,3558.7278639123497
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1251,Computer Programmers,606.5115783063349
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1252,Software Developers,17571.50907939071
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1253,Software Quality Assurance Analysts and Testers,2129.092381370387
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1254,Web Developers,836.1128305094591
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1255,Web and Digital Interface Designers,695.3808299291184
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-1299,"Computer Occupations, All Other",3155.5699961980717
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2011,Actuaries,72.00432513718589
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2021,Mathematicians,14.440564086848099
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2031,Operations Research Analysts,982.0693126836856
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2041,Statisticians,108.52908711052424
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2051,Data Scientists,1801.672990107967
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,15-2099,"Mathematical Science Occupations, All Other",394.56944765898425
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-1011,"Architects, Except Landscape and Naval",107.63243042879685
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-1012,Landscape Architects,9.69538977986361
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-1021,Cartographers and Photogrammetrists,13.094808217661102
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-1022,Surveyors,56.1494702629515
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2011,Aerospace Engineers,259.55786026556586
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2021,Agricultural Engineers,16.3064648267148
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2031,Bioengineers and Biomedical Engineers,399.75627944651507
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2041,Chemical Engineers,862.201846801523
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2051,Civil Engineers,806.9381675978493
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2061,Computer Hardware Engineers,1402.3430133145298
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2071,Electrical Engineers,4708.25605656829
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2072,"Electronics Engineers, Except Computer",1121.538067240061
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2081,Environmental Engineers,526.3165046463245
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",364.12792548773615
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2112,Industrial Engineers,23788.156956111754
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2121,Marine Engineers and Naval Architects,12.513763719794099
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2131,Materials Engineers,586.077403171343
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2141,Mechanical Engineers,9861.888995779284
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",74.28010955679888
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2161,Nuclear Engineers,158.6138543881287
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2171,Petroleum Engineers,20.02551838286996
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-2199,"Engineers, All Other",2074.2944920433597
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3011,Architectural and Civil Drafters,248.33924106331887
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3012,Electrical and Electronics Drafters,220.40903387608546
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3013,Mechanical Drafters,940.9337394238626
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3019,"Drafters, All Other",345.0212880874913
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,261.2457580215752
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3022,Civil Engineering Technologists and Technicians,77.54552148042012
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,2143.921481661204
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,596.5747272542851
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3025,Environmental Engineering Technologists and Technicians,71.88086660015368
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3026,Industrial Engineering Technologists and Technicians,4162.485220631162
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3027,Mechanical Engineering Technologists and Technicians,1114.6237414306265
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3028,Calibration Technologists and Technicians,193.82925121871475
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",703.8972605965854
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,17-3031,Surveying and Mapping Technicians,122.75294342879589
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1011,Animal Scientists,7.546329537577201
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1012,Food Scientists and Technologists,1254.6215753202703
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1013,Soil and Plant Scientists,165.62129151767058
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1021,Biochemists and Biophysicists,372.64146870592805
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1022,Microbiologists,852.3937988245539
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1023,Zoologists and Wildlife Biologists,6.75013357773
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1029,"Biological Scientists, All Other",472.35399931243103
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1031,Conservation Scientists,13.387836747901199
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1032,Foresters,10.1429536138644
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1041,Epidemiologists,15.6497617835553
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1042,"Medical Scientists, Except Epidemiologists",1560.291567636051
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-1099,"Life Scientists, All Other",73.48626805167449
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2011,Astronomers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2012,Physicists,283.2434727455597
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2021,Atmospheric and Space Scientists,5.4093391757877
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2031,Chemists,4705.208513702941
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2032,Materials Scientists,617.4065753927908
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2041,"Environmental Scientists and Specialists, Including Health",154.9903126636867
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2042,"Geoscientists, Except Hydrologists and Geographers",28.340340898017715
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2043,Hydrologists,8.05748505942
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-2099,"Physical Scientists, All Other",111.86148059659536
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4012,Agricultural Technicians,189.8235774021658
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4013,Food Science Technicians,932.8791755037499
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4021,Biological Technicians,777.5255466538212
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4031,Chemical Technicians,2248.7670115410237
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4042,"Environmental Science and Protection Technicians, Including Health",78.27529306544164
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4043,"Geological Technicians, Except Hydrologic Technicians",15.622590791642509
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4044,Hydrologic Technicians,57.48397353712552
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4051,Nuclear Technicians,48.218621800355706
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4071,Forest and Conservation Technicians,7.69755154374
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4092,Forensic Science Technicians,1.8379403722949998
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,19-4099,"Life, Physical, and Social Science Technicians, All Other",578.6246285680527
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",16407.264457398767
2025,00,16980,Chicago-Naperville-Elgin MSA,Conexus,41-9031,Sales Engineers,1751.2182948086277
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,11-3021,Computer and Information Systems Managers,6621.932501907418
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,11-9041,Architectural and Engineering Managers,32.3959473793586
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,11-9121,Natural Sciences Managers,27.201451004096
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1211,Computer Systems Analysts,4849.416725987985
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1212,Information Security Analysts,1451.0213750549358
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1221,Computer and Information Research Scientists,5.52538573018
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1231,Computer Network Support Specialists,817.3221516657779
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1232,Computer User Support Specialists,2488.794938361214
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1241,Computer Network Architects,1283.4981338325404
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1242,Database Administrators,516.6666428577121
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1243,Database Architects,471.9482865881812
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1244,Network and Computer Systems Administrators,1483.8278160616999
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1251,Computer Programmers,204.030187313768
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1252,Software Developers,11579.074028507091
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1253,Software Quality Assurance Analysts and Testers,1606.414531594104
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1254,Web Developers,304.16424197968996
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1255,Web and Digital Interface Designers,265.798673119082
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-1299,"Computer Occupations, All Other",1768.012491779786
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2011,Actuaries,2493.4396011832378
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2021,Mathematicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2031,Operations Research Analysts,2064.8731621131037
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2041,Statisticians,41.868170165704804
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2051,Data Scientists,2442.2357630272395
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,15-2099,"Mathematical Science Occupations, All Other",70.78081745493199
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-1011,"Architects, Except Landscape and Naval",0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-1012,Landscape Architects,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-1021,Cartographers and Photogrammetrists,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-1022,Surveyors,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2011,Aerospace Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2021,Agricultural Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2031,Bioengineers and Biomedical Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2041,Chemical Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2051,Civil Engineers,62.792710338517786
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2061,Computer Hardware Engineers,15.442084166415398
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2071,Electrical Engineers,4.741637689162199
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2072,"Electronics Engineers, Except Computer",0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2081,Environmental Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",31.77978907712
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2112,Industrial Engineers,35.353478986289
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2121,Marine Engineers and Naval Architects,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2131,Materials Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2141,Mechanical Engineers,31.847348054365803
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2161,Nuclear Engineers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2171,Petroleum Engineers,4.897744549304
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-2199,"Engineers, All Other",44.724199950186595
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3011,Architectural and Civil Drafters,3.41022362381
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3012,Electrical and Electronics Drafters,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3013,Mechanical Drafters,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3019,"Drafters, All Other",0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3022,Civil Engineering Technologists and Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3023,Electrical and Electronic Engineering Technologists and Technicians,4.103557931466
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3025,Environmental Engineering Technologists and Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Finance,17-3026,Industrial Engineering Technologists and Technicians,2.39310899682
